id,name,categories,longitude,latitude,display_address
2Y9n0Vl7dBZdMoAwxecJrw,Thai Smile,"Thai, Food Trucks",-155.087936401367,19.7178401947021,"Hilo, HI 96720"
Jlr2Zn6rbbXrrxZ2mL8oQQ,St. Joseph School,Middle Schools & High Schools,-155.08429,19.71358,"1000 Ululani St, Hilo, HI 96720"
rXXL_iT-6XVowj-kuNb_lA,Karuna Foods,"Food Stands, Vegan",-154.971048688288,19.3613411524922,"12 Kalapana-Kapoho Rd, Pāhoa, HI 96778"
zAYfhdE_2MR5OCp9QSQU1g,L&L Hawaiian Barbecue,"Barbeque, Hawaiian",-155.08718,19.72175,"348 Kinoole St, Hilo, HI 96720"
T9HD6Ouqjd5D9vJZGq0FnQ,Wailoa Grill,"Fast Food, Salad, Sandwiches",-155.070273,19.723879,"93 Lihiwai St, Hilo, HI 96720"
oNapA9Yj75PX5YFR9ZVrtQ,Popeyes Louisiana Kitchen,"Chicken Wings, Fast Food",-154.95567676860128,19.502841625153614,"15-2714 Pahoa Village Rd, Pāhoa, HI 96778"
HTQO2HZyLKq7q5-VsZ-8jw,Hilo Union School,Elementary Schools,-155.0918167516485,19.72330014042115,"506 Waianuenue Ave, Hilo, HI 96720"
QI4gsj6k93d6pFFPE8w3ZA,Da Beans Green,Cafes,-154.9454773,19.4937404,"15-2942 Pahoa Village Rd, Pāhoa, HI 96778"
JLxzUpCkeDAvEFImFq3wlg,Sunlight Express,"Juice Bars & Smoothies, Hawaiian, Filipino",-155.063247547861,19.6975398977595,"111 E Puainako St, Hilo, HI 96720"
N7vnogo4f6QSJs8xeJ_pGg,Waiakea High School,Middle Schools & High Schools,-155.0775173,19.7006353,"155 W Kawili St, Hilo, HI 96720"
A6_ekpeZnzgbt9hCQHGtFQ,Center Plate,Diners,-155.039638,19.714613,"2450 Kekuanaoa St, Hilo, HI 96720"
